design_id,predictor,prediction_status,pass,plddt_mean,confidence_score,ptm,iptm,pae_mean,ranking_score,motif_rmsd,motif_atoms_compared,motif_atoms_missing,clash_count,model_output_path,confidence_file,parse_error
design_16,af3,SUCCESS,PASS,91.3583,91.3583,,,2.45576,,0.866571,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_16/predictions_flat/design_16.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_16/predictions_flat/design_16.json,
design_16,rf3,SUCCESS,PASS,83.9073,83.9073,,,1.67619,,0.953701,76,0,1,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/rf3_confirmations_final/design_16/predictions_flat/rf3/design_16.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/rf3_confirmations_final/design_16/predictions_flat/rf3/design_16.json,
design_16,boltz,MISSING,,,,,,,,,,,,,,
design_17,af3,SUCCESS,PASS,81.9862,81.9862,,,9.92801,,0.741957,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_17/predictions_flat/design_17.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_17/predictions_flat/design_17.json,
design_17,rf3,MISSING,,,,,,,,,,,,,,
design_17,boltz,MISSING,,,,,,,,,,,,,,
design_18,af3,SUCCESS,FAIL,53.5014,53.5014,,,14.6209,,7.14532,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_18/predictions_flat/design_18.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_18/predictions_flat/design_18.json,
design_18,rf3,MISSING,,,,,,,,,,,,,,
design_18,boltz,MISSING,,,,,,,,,,,,,,
design_19,af3,SUCCESS,FAIL,66.7377,66.7377,,,14.6082,,7.3443,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_19/predictions_flat/design_19.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_19/predictions_flat/design_19.json,
design_19,rf3,MISSING,,,,,,,,,,,,,,
design_19,boltz,MISSING,,,,,,,,,,,,,,
design_2,af3,SUCCESS,PASS,89.1737,89.1737,,,3.20881,,0.760258,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_2/predictions_flat/design_2.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_2/predictions_flat/design_2.json,
design_2,rf3,SUCCESS,PASS,82.5271,82.5271,,,3.26105,,0.741047,76,0,1,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/rf3_confirmations_final/design_2/predictions_flat/rf3/design_2.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/rf3_confirmations_final/design_2/predictions_flat/rf3/design_2.json,
design_2,boltz,MISSING,,,,,,,,,,,,,,
design_3,af3,SUCCESS,PASS,86.6533,86.6533,,,3.65127,,0.756889,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_3/predictions_flat/design_3.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_3/predictions_flat/design_3.json,
design_3,rf3,MISSING,,,,,,,,,,,,,,
design_3,boltz,MISSING,,,,,,,,,,,,,,
design_4,af3,SUCCESS,FAIL,77.0498,77.0498,,,9.31437,,7.6147,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_4/predictions_flat/design_4.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_4/predictions_flat/design_4.json,
design_4,rf3,MISSING,,,,,,,,,,,,,,
design_4,boltz,MISSING,,,,,,,,,,,,,,
design_5,af3,SUCCESS,FAIL,75.7616,75.7616,,,5.7309,,4.22883,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_5/predictions_flat/design_5.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_5/predictions_flat/design_5.json,
design_5,rf3,MISSING,,,,,,,,,,,,,,
design_5,boltz,MISSING,,,,,,,,,,,,,,
design_6,af3,SUCCESS,FAIL,71.0763,71.0763,,,13.9736,,7.50437,76,0,1,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_6/predictions_flat/design_6.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_6/predictions_flat/design_6.json,
design_6,rf3,MISSING,,,,,,,,,,,,,,
design_6,boltz,MISSING,,,,,,,,,,,,,,
design_7,af3,SUCCESS,FAIL,70.4488,70.4488,,,7.8753,,4.96905,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_7/predictions_flat/design_7.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_7/predictions_flat/design_7.json,
design_7,rf3,MISSING,,,,,,,,,,,,,,
design_7,boltz,MISSING,,,,,,,,,,,,,,
design_8,af3,SUCCESS,PASS,71.182,71.182,,,7.40327,,0.981455,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_8/predictions_flat/design_8.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_8/predictions_flat/design_8.json,
design_8,rf3,MISSING,,,,,,,,,,,,,,
design_8,boltz,MISSING,,,,,,,,,,,,,,
design_9,af3,SUCCESS,PASS,87.4758,87.4758,,,3.23574,,1.88365,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_9/predictions_flat/design_9.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/array_work/design_9/predictions_flat/design_9.json,
design_9,rf3,SUCCESS,PASS,79.3294,79.3294,,,3.01043,,2.47333,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/rf3_confirmations_final/design_9/predictions_flat/rf3/design_9.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c02_a163_181_all_10_40/rf3_confirmations_final/design_9/predictions_flat/rf3/design_9.json,
design_9,boltz,MISSING,,,,,,,,,,,,,,
