condition_id,predictor,design_id,source_pass,model_pdb,contact_residue_count,contact_residues_present,contact_residue_identity_preserved,contact_residue_charge_class_preserved,contact_face_atoms_reference,contact_face_atoms_compared,contact_face_atoms_missing,contact_face_RMSD,whole_motif_exposure_proxy,contact_face_exposure_proxy,local_support_residue_count_8A,local_occluding_atom_count,local_clash_count,decision,caution_flags
c03_a163_181_all_20_30,af3,design_6,FAIL,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_6/predictions_flat/design_6.pdb,10,10,10,10,37,37,0,4.94435,0.043125,0.0469543,26,18,0,contact_face_caution,contact_face_rmsd_high;contact_face_low_exposure_proxy;possible_contact_face_occlusion
c03_a163_181_all_20_30,af3,design_7,PASS,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_7/predictions_flat/design_7.pdb,10,10,10,10,37,37,0,1.87392,0.034656,0.0389884,29,17,0,contact_face_caution,contact_face_low_exposure_proxy;possible_contact_face_occlusion
c03_a163_181_all_20_30,af3,design_1,PASS,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_1/predictions_flat/design_1.pdb,10,10,10,10,37,37,0,2.41241,0.0451275,0.0570108,25,13,0,contact_face_caution,contact_face_low_exposure_proxy;possible_contact_face_occlusion
c03_a163_181_all_20_30,af3,design_2,FAIL,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_2/predictions_flat/design_2.pdb,10,10,10,10,37,37,0,3.82716,0.046496,0.0643478,32,10,0,contact_face_caution,contact_face_rmsd_high;contact_face_low_exposure_proxy;possible_contact_face_occlusion
c03_a163_181_all_20_30,af3,design_19,FAIL,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_19/predictions_flat/design_19.pdb,10,10,10,10,37,37,0,2.53474,0.0335277,0.0353728,31,18,0,contact_face_caution,contact_face_rmsd_high;contact_face_low_exposure_proxy;possible_contact_face_occlusion
c03_a163_181_all_20_30,af3,design_9,FAIL,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_9/predictions_flat/design_9.pdb,10,10,10,10,37,37,0,2.01682,0.0284889,0.0308848,39,18,0,contact_face_caution,contact_face_low_exposure_proxy;possible_contact_face_occlusion
c03_a163_181_all_20_30,af3,design_10,FAIL,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_10/predictions_flat/design_10.pdb,10,10,10,10,37,37,0,3.08112,0.0517629,0.0623946,21,14,0,contact_face_caution,contact_face_rmsd_high;contact_face_low_exposure_proxy;possible_contact_face_occlusion
c03_a163_181_all_20_30,af3,design_8,FAIL,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_8/predictions_flat/design_8.pdb,10,10,10,10,37,37,0,3.66893,0.0542027,0.0566616,30,15,0,contact_face_caution,contact_face_rmsd_high;contact_face_low_exposure_proxy;possible_contact_face_occlusion
c03_a163_181_all_20_30,rf3,design_18,PASS,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/rf3_confirmations_final/design_18/predictions_flat/rf3/design_18.pdb,10,10,10,10,37,37,0,1.94357,0.030531,0.0334539,38,19,0,contact_face_caution,contact_face_low_exposure_proxy;possible_contact_face_occlusion
c03_a163_181_all_20_30,rf3,design_4,PASS,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/rf3_confirmations_final/design_4/predictions_flat/rf3/design_4.pdb,10,10,10,10,37,37,0,2.45752,0.0440051,0.0511757,27,14,0,contact_face_caution,contact_face_low_exposure_proxy;possible_contact_face_occlusion
c03_a163_181_all_20_30,rf3,design_11,PASS,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/rf3_confirmations_final/design_11/predictions_flat/rf3/design_11.pdb,10,10,10,10,37,37,0,1.37107,0.0429104,0.0528571,29,12,0,contact_face_caution,contact_face_low_exposure_proxy;possible_contact_face_occlusion
c03_a163_181_all_20_30,rf3,design_13,PASS,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/rf3_confirmations_final/design_13/predictions_flat/rf3/design_13.pdb,10,10,10,10,37,37,0,1.10227,0.038961,0.0468948,29,15,0,contact_face_caution,contact_face_low_exposure_proxy;possible_contact_face_occlusion
c03_a163_181_all_20_30,rf3,design_0,PASS,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/rf3_confirmations_final/design_0/predictions_flat/rf3/design_0.pdb,10,10,10,10,37,37,0,1.66391,0.0388295,0.0488771,28,15,0,contact_face_caution,contact_face_low_exposure_proxy;possible_contact_face_occlusion
